Laser Delay [ns];TA1 [mOD];TA2 [mOD];TA3 [mOD];TA4 [mOD];TA5 [mOD]
4530;0.764629;1.234089;0.553436;0.842776;0.848433
4540;0.586310;1.335392;1.112140;1.056589;0.958348
4550;0.805649;0.695789;0.716396;0.989131;1.378437
4560;1.200583;1.014416;0.835522;0.790316;0.676137
4570;1.097491;0.768788;1.003472;0.875302;1.006409
4580;0.761358;0.818601;0.470282;1.110765;0.825857
4590;0.877633;0.694062;0.633767;0.437465;0.797905
4600;0.936408;0.769642;0.981840;0.756399;0.846798
4610;0.735327;0.664927;0.514406;0.838532;1.044022
4620;0.669795;0.526267;0.959680;0.587651;0.899304
4630;0.763954;0.720999;0.729599;0.651405;0.922259
4640;0.818140;0.750050;0.979098;1.029991;0.985303
4650;0.784628;0.547636;0.755279;1.181106;0.693317
4660;1.179112;1.076743;0.773395;1.205559;1.044915
4670;0.719146;0.749771;0.911995;1.028004;0.678178
4680;0.812794;0.875433;0.808927;0.724036;1.038059
4690;0.895856;1.167531;0.562930;0.559449;0.727109
4700;1.200289;0.177597;1.045913;0.697153;0.883533
4710;0.708590;0.717276;0.452391;0.688738;0.706904
4720;0.897258;1.351265;1.173870;1.184598;0.689366
4730;0.538538;0.863504;0.986769;0.680188;1.028287
4740;1.035057;0.794465;1.036951;0.826221;0.813682
4750;0.878922;0.846929;0.958578;1.089091;0.559780
4760;0.600419;1.079558;0.856515;1.241110;1.181349
4770;0.658234;0.542759;1.301036;0.706714;1.352292
4780;0.756636;0.888808;1.090791;0.538262;0.834969
4790;1.079853;0.620779;0.910834;1.344671;0.879765
4800;0.842551;0.811629;0.561712;0.926986;0.864583
4810;0.496403;0.958985;0.729429;0.702835;1.128343
4820;0.689432;1.381032;0.719185;1.025046;0.204320
4830;0.618334;0.822451;1.105228;0.543239;0.859956
4840;0.911788;0.895839;0.976348;0.639775;0.633735
4850;1.032859;0.883088;0.626191;0.711511;0.701416
4860;1.067952;0.925509;0.742096;1.029301;1.226768
4870;0.957277;1.017306;0.979042;0.887561;1.037564
4880;0.883520;0.819676;0.960871;0.586396;0.669329
4890;0.583813;0.634755;0.998526;0.641601;0.662467
4900;1.064270;0.390319;0.705635;0.691111;0.806960
4910;0.808356;1.017498;0.662116;0.998296;1.391301
4920;0.648428;1.150752;0.697789;1.104009;0.893856
4930;0.792011;0.904881;0.839429;0.996925;0.766374
4940;0.670638;0.726562;0.759868;0.775567;0.800126
4950;0.831573;0.619469;0.566387;1.060986;0.992451
4960;1.135787;0.759181;0.239009;0.900431;0.646603
4970;1.036961;0.580818;0.788867;1.207657;0.844057
4980;0.624265;0.779342;0.566794;0.885411;0.508136
4990;0.768828;0.557660;0.697298;0.915424;0.950895
5000;0.896754;0.925827;0.997397;0.877350;0.768836
