Laser Delay [ns];TA1 [mOD];TA2 [mOD];TA3 [mOD];TA4 [mOD];TA5 [mOD]
4530;1.936437;1.975340;2.121158;1.767016;1.772261
4540;1.760599;2.341487;1.726322;1.574139;1.637126
4550;1.918047;1.744518;1.863260;2.055069;2.093133
4560;1.627442;1.850561;2.178353;1.915826;1.764436
4570;1.941016;1.695160;1.689656;1.753286;1.696582
4580;2.114479;1.515589;1.655634;1.757839;1.759722
4590;1.715119;2.081397;1.727373;1.577217;1.540156
4600;1.952746;1.519014;2.060225;2.116619;1.832626
4610;1.674707;2.304505;1.671773;2.128985;1.723523
4620;2.558950;1.760949;1.704530;1.783525;1.741338
4630;1.894084;2.026144;1.902988;2.075352;1.678938
4640;1.998876;1.671424;1.783097;1.731887;2.238826
4650;1.818915;1.667383;2.348713;1.583467;1.996091
4660;1.460689;1.804570;1.624615;1.751865;2.103506
4670;1.991043;2.029617;1.774859;1.957881;1.786116
4680;2.102365;1.613246;1.882098;1.408599;2.035590
4690;1.782688;1.533206;1.537740;2.023840;1.609306
4700;2.241933;1.976045;1.553543;1.696708;1.605506
4710;1.881120;1.782377;1.812675;1.908080;2.095235
4720;1.752906;1.523373;1.719629;1.341841;2.055900
4730;1.570901;2.114470;1.715949;1.891166;1.487421
4740;1.746639;1.597066;1.810596;1.861080;1.566904
4750;1.976550;2.105119;1.978796;1.784658;1.994842
4760;1.546836;1.725600;1.779090;1.674150;2.010003
4770;1.888253;1.590176;1.617947;1.418988;2.086729
4780;1.718374;1.973114;2.006781;1.696878;1.704116
4790;1.715260;1.888332;1.858194;1.835430;1.458543
4800;1.424169;1.992390;1.939102;2.310467;1.317629
4810;1.942586;1.727901;1.506245;1.846727;2.142018
4820;2.006153;1.608063;1.775999;1.818344;2.108155
4830;1.666742;1.948099;1.873615;2.226837;1.743495
4840;1.922876;1.583956;1.813797;1.891721;1.996669
4850;1.717340;1.167399;1.962184;2.011191;1.741502
4860;1.846437;1.664635;2.102650;1.945068;2.093535
4870;1.960297;1.862479;1.550939;1.749003;1.256141
4880;1.900219;1.467242;1.438021;1.876737;1.946509
4890;2.018558;1.985667;1.674399;2.036305;1.217224
4900;1.924011;1.612655;1.796153;2.064184;1.956915
4910;1.702121;2.041533;1.824462;1.482560;2.019439
4920;1.585946;1.798929;1.777214;1.649436;1.823626
4930;2.069867;1.730181;2.205361;1.582204;1.744452
4940;2.130206;1.779427;1.742209;1.694393;2.293985
4950;1.844284;1.676524;2.119684;1.942668;1.901001
4960;1.890148;2.006810;1.902196;1.802483;1.548535
4970;2.284964;2.050339;1.951465;1.632494;1.745923
4980;1.731820;1.515593;2.170424;1.748393;1.678692
4990;2.176072;1.542796;1.869384;1.691461;1.931482
5000;1.619810;1.685870;2.136555;1.851343;1.792303
