Laser Delay [ns];TA1 [mOD];TA2 [mOD];TA3 [mOD];TA4 [mOD];TA5 [mOD]
4520;1.408037;0.875971;1.355986;1.571840;1.516024
4530;1.611991;1.765045;1.163832;1.280171;1.442279
4540;1.593001;1.649931;1.275428;1.646612;1.440264
4550;1.300160;1.458065;1.342815;1.533891;1.474759
4560;1.644485;1.500296;1.236432;1.385322;1.406950
4570;1.217274;1.507694;1.648788;1.534923;1.424320
4580;1.524924;1.534555;1.678590;1.602913;1.398675
4590;1.585959;1.782571;1.292915;1.632811;1.343777
4600;1.305473;1.210353;1.308733;1.474934;1.522531
4610;1.556579;1.332504;1.625392;1.412180;1.404117
4620;1.496275;1.222540;1.527191;1.461055;1.423341
4630;1.475699;1.734903;1.523465;1.365094;1.302252
4640;1.311896;1.387863;1.242173;1.603385;1.492636
4650;1.591163;1.354359;1.208777;1.484107;1.497125
4660;1.386987;1.402443;1.556287;1.450069;1.397084
4670;1.510379;1.479564;1.294063;1.134649;1.529292
4680;1.561774;1.289391;1.331537;1.297822;1.349692
4690;1.503242;1.254380;1.648262;1.478894;1.504543
4700;1.556031;1.215536;1.540010;1.228557;1.565902
4710;1.640363;1.432198;1.591408;1.423299;1.482213
4720;1.269456;1.489424;1.288761;1.425019;1.131947
4730;1.686269;1.933557;1.235053;1.302887;1.417601
4740;1.302174;1.541660;1.445964;1.332694;1.488740
4750;1.646242;1.395265;1.788523;1.325204;1.256030
4760;1.326601;1.088715;1.388000;1.297952;1.486332
4770;1.192145;1.517534;1.413413;1.157423;1.224560
4780;1.536903;1.701798;1.223465;1.286749;1.345214
4790;1.181334;1.521569;1.276846;1.215512;1.236173
4800;1.166908;1.249789;1.235989;1.475924;1.438191
4810;1.452013;1.265056;1.314954;1.280233;1.322681
4820;1.638379;1.406065;1.493603;1.188104;1.523182
4830;1.291586;1.473177;1.583162;1.332057;1.498673
4840;1.363424;1.418030;1.479487;1.489340;1.743533
4850;1.518990;1.281421;1.364133;1.405673;1.453837
4860;1.328635;1.494203;1.315167;1.165267;1.369464
4870;1.272888;1.428047;1.244526;1.775180;1.411206
4880;1.447033;1.412236;1.415290;1.449972;1.377386
4890;1.446125;1.211928;0.930130;1.381530;1.825561
4900;1.556213;1.364881;1.387833;1.706224;1.431600
4910;1.674322;1.369690;1.347179;1.493410;1.544114
4920;1.307380;1.391311;1.764453;1.290665;1.461362
4930;1.398091;1.566986;1.605715;1.468483;1.240383
4940;1.499189;1.324773;1.459868;1.530949;1.517449
4950;1.548776;1.212501;1.388304;1.257828;1.490817
4960;0.979616;1.573953;1.209401;1.463320;1.451953
4970;1.152337;1.038071;1.579644;1.657796;1.743711
4980;1.304597;1.307972;1.585210;1.544523;1.379788
4990;1.369450;1.347067;1.348938;0.902113;1.164275
5000;1.466803;1.397273;1.391656;1.437177;1.553892
